split,class_i,branch_i,kind_i,class_j,branch_j,kind_j,center_l2_distance,center_sq_distance,subspace_overlap_fro,mean_cos2_principal,min_principal_angle_deg
2,1,0,root,4,0,root,0.6965342175462932,0.48515991621282695,2.4808760005771506,0.1282238693799933,27.746498772635004
2,1,0,root,4,1,extra,1.0571489567061751,1.1175639166649547,1.8231932030525366,0.06925069699285351,40.85295791658559
2,1,0,root,4,2,extra,0.6344699707299495,0.4025521437580629,2.3306701861317296,0.11316715659423558,26.24281593414534
2,1,1,extra,1,2,extra,0.7476482004795895,0.5589778316803684,3.6586372015465507,0.2788672119279248,0.4205215676224635
2,1,1,extra,2,0,root,0.8715631881204876,0.7596223908867485,2.1312244156804154,0.09462744812484018,21.280147626387873
2,1,1,extra,2,1,extra,1.202795903953368,1.4467179865669997,1.7233766998883935,0.0618755677024627,23.831211735438654
2,1,1,extra,2,2,extra,0.5883372489240333,0.34614071847149996,2.3813733995264537,0.11814456808275374,22.75373952861408
2,1,1,extra,3,0,root,1.045224585073535,1.0924944332421438,1.9674180192528021,0.08064028463501292,30.371159370857857
2,1,1,extra,3,1,extra,1.4519827627575814,2.1082539433451384,1.194042913065658,0.029702884963381724,58.015116482602096
2,1,1,extra,4,0,root,1.0909859468327534,1.1902503361865595,1.9557744782132735,0.07968862103396672,28.178841097407066
2,1,1,extra,4,1,extra,1.424058232828832,2.0279418504875757,1.2684264999460462,0.0335188705367787,52.04194895023909
2,1,1,extra,4,2,extra,0.9055360500678373,0.8199955379724606,2.1696733682252574,0.09807255259970693,26.165003526528885
2,1,2,extra,2,0,root,0.47176340155092145,0.22256070704289588,2.8482654598954,0.16901283604235737,18.794528607812587
2,1,2,extra,2,1,extra,0.6611138464505754,0.43707151796867494,2.489339410259569,0.1291002229056554,19.63151114767366
2,1,2,extra,2,2,extra,0.741733187149829,0.5501681209194433,2.34643814289522,0.114703582467366,19.01000854083369
2,1,2,extra,3,0,root,0.6079075193711561,0.3695515521079926,2.467588281723188,0.12685399850203324,30.70587054083072
2,1,2,extra,3,1,extra,0.9499712493809704,0.9024453746504422,2.070268686986425,0.08929192575659368,39.62600510333634
2,1,2,extra,4,0,root,0.6178776384852944,0.38177277614016414,2.2741459408635323,0.10774457834054334,32.10626995863729
2,1,2,extra,4,1,extra,0.9139636376451585,0.8353295309375707,1.8683467382880936,0.07272332363482831,41.38693965526072
2,1,2,extra,4,2,extra,0.6993145063197659,0.48904077874925783,1.9763096396272026,0.08137082899340424,30.086864309296683
2,2,0,root,2,1,extra,0.44324811819352294,0.19646889428209932,4.6974847256281205,0.4597158905731146,0.6614054025668346
2,2,0,root,2,2,extra,0.665562030091912,0.442972815900067,3.9826480741554646,0.33044761838696307,0.9020940246129052
2,2,0,root,3,0,root,0.4474082686297373,0.20017415883825915,3.1457899518273584,0.20616655043787446,24.35502238698501
2,2,0,root,3,1,extra,0.7807880203366457,0.6096299327012183,2.7492728580736974,0.15746877600293155,28.008488395739988
2,2,0,root,4,0,root,0.4072243474201453,0.16583166913176323,2.880683213948076,0.17288199539837953,23.990975973175814
2,2,0,root,4,1,extra,0.7403867863426409,0.5481725933907833,2.163073926852764,0.09747685027146326,26.34334617160166
2,2,0,root,4,2,extra,0.621046480320765,0.38569873071881045,2.178838330230995,0.09890284311007898,31.095815714990458
2,2,1,extra,2,2,extra,0.9970820553678882,0.9941726251366523,3.6877907858449257,0.2833291850033905,1.5748879728231062
2,2,1,extra,3,0,root,0.48056432960676876,0.23094207489040314,2.988042268618988,0.18600826248028557,26.461542206016215
2,2,1,extra,3,1,extra,0.5474123487774284,0.2996602795940208,2.6731251412033252,0.14886662542777693,27.881733859564395
2,2,1,extra,4,0,root,0.4349541232330802,0.18918508931745753,2.5288346959677663,0.13322926915688307,25.218196015799244
2,2,1,extra,4,1,extra,0.4874033334673195,0.237562009475055,2.2430320123254424,0.10481651267326508,25.822224285464806
2,2,1,extra,4,2,extra,0.8350858025743703,0.6973682976612798,1.9693292792090586,0.08079703770729316,34.422474851207085
2,2,2,extra,3,0,root,0.9099059160431974,0.8279287760504102,2.2920728921070115,0.10944996130691248,29.054133394620383
2,2,2,extra,3,1,extra,1.2845488827543086,1.6500658321853425,1.8641569046470383,0.07239752010715052,46.370605334481134
2,2,2,extra,4,0,root,0.9577859315875109,0.9173538907469561,2.092290046829115,0.09120161750125372,33.567276038844675
2,2,2,extra,4,1,extra,1.2528796083119418,1.5697073129238845,1.7440707479633293,0.06337047445627851,46.83497021752503
2,2,2,extra,4,2,extra,0.8639714783694123,0.7464467154358279,2.014239172961188,0.08452415512273685,33.19870635425626
2,3,0,root,3,1,extra,0.5991184957499377,0.35894297194966807,4.864221063526274,0.4929301365594305,0.5572465369169637
2,3,0,root,4,0,root,0.3992154065765302,0.15937294084806436,2.9325818753669166,0.17916742616105294,23.44163669255654
2,3,0,root,4,1,extra,0.6389719709108265,0.40828517960966604,2.5071207699890277,0.13095113656896615,26.64825738228199
2,3,0,root,4,2,extra,0.6714095451623839,0.4507907773351593,2.331400589394014,0.11323809808805733,31.670667557641366
2,3,1,extra,4,0,root,0.6608623040322635,0.43673898489083185,2.2971157921127516,0.10993210338278742,26.143901147498976
2,3,1,extra,4,1,extra,0.4866220986063924,0.23680106685208946,2.2324579657595804,0.10383059518507097,26.041475737109494
2,3,1,extra,4,2,extra,1.091053448428739,1.1903976273282435,1.5130445740498621,0.04769383089711935,42.88601013382377
2,4,0,root,4,1,extra,0.5403654592760284,0.2919948295785931,4.130620530976522,0.35545887439426593,1.3202560345989496
2,4,0,root,4,2,extra,0.5644317197637202,0.31858316627543076,4.346510162506654,0.3935864706827837,1.1550312091704396
2,4,1,extra,4,2,extra,1.009356433295432,1.018800409434876,3.2739847464099348,0.22331200249426927,2.7311932609794107
3,0,0,root,0,1,extra,0.45864329099022827,0.21035366837034722,4.826324028159646,0.48527924218314905,2.3060643257613838
3,0,0,root,0,2,extra,0.28463578736955625,0.08101753145148724,4.907773253081966,0.5017966313263903,3.1092824354040465
3,0,0,root,1,0,root,0.4165790410381496,0.17353809743226434,3.452974604379783,0.24839653371857748,12.54847247573659
3,0,0,root,1,1,extra,0.5536877256088185,0.30657009748986624,3.189792598344428,0.21197451709276882,12.64791242033421
3,0,0,root,1,2,extra,0.5732749461984021,0.3286441639387808,2.978177793190332,0.18478214516358413,13.274581462644946
3,0,0,root,2,0,root,0.577531562247805,0.3335427053923903,3.1472284120051612,0.20635513911109427,17.224477203575084
3,0,0,root,2,1,extra,1.0394806655580124,1.0805200540689288,2.3340022950044395,0.11349097318929152,29.333114474582878
3,0,0,root,2,2,extra,0.4716974274333459,0.2224984630472366,2.961007675226654,0.18265763443231575,18.887369500180515
3,0,0,root,3,0,root,0.7343944889306993,0.5393352653717831,2.840312608549596,0.1680703273809544,25.995621141516814
3,0,0,root,3,1,extra,1.161138992574152,1.3482437600761168,2.0700749325986,0.08927521305360624,38.925450943806005
3,0,0,root,4,0,root,0.790461191167624,0.6248288947421392,2.5989568689749487,0.14072035014150142,27.679059734312066
3,0,0,root,4,1,extra,1.1922112259963276,1.4213676073916668,1.8218430313837606,0.06914816731253272,42.77002331341314
3,0,1,extra,0,2,extra,0.33094425453115023,0.10952409960717872,4.427622873565601,0.40841342313586054,0.0733915077914893
3,0,1,extra,1,0,root,0.7165383340411727,0.5134271841504994,3.358049087500899,0.23492695154303378,14.504511518702667
3,0,1,extra,1,1,extra,0.45195837745503203,0.2042663749517852,3.4291278116004857,0.24497744892274875,13.145389532598692
3,0,1,extra,1,2,extra,0.8902098590491725,0.7924735931483475,2.7272235255337463,0.15495308662968152,13.346151941333597
3,0,1,extra,2,0,root,0.9007122768048783,0.8112826055870277,2.598977494363574,0.14072258367100754,20.413718123557608
3,0,1,extra,2,1,extra,1.3623630734636751,1.856033143937391,1.8637970662243137,0.07236957300138251,31.765585606183958
3,0,1,extra,2,2,extra,0.4857860532409593,0.23598808952342815,2.878848333937055,0.17266182770441985,20.359719176252995
3,0,1,extra,3,0,root,1.060248347498432,1.1241265583731561,2.410041239031287,0.12100622445482206,28.02211672815972
3,0,1,extra,3,1,extra,1.465456577590976,2.147562980804657,1.4454272759747513,0.04352625021107895,42.103259318030766
3,0,1,extra,4,0,root,1.1348764850006263,1.287944636207377,2.13664473804895,0.09510939034650549,29.954018746907987
3,0,1,extra,4,1,extra,1.4942019382148275,2.2326394321649468,1.2471359635920496,0.032403085660097294,55.228362271912346
3,0,2,extra,1,0,root,0.5978807627250786,0.3574614064367217,3.327249546726852,0.23063728221237592,13.56965874657723
3,0,2,extra,1,1,extra,0.5331897635653553,0.28429132397087953,3.205327341591659,0.21404423680739693,12.190960249090919
3,0,2,extra,1,2,extra,0.7089806914450597,0.502653620841915,3.039191795823139,0.19243097441247256,11.394368722152686
3,0,2,extra,2,0,root,0.7147161384910196,0.5108191586195143,3.0674508798611506,0.19602614375751984,19.544029089411918
3,0,2,extra,2,1,extra,1.1682812213807225,1.364881012230833,2.2775043519274805,0.10806304318851274,27.29514022532874
3,0,2,extra,2,2,extra,0.4893055160765118,0.23941988806290154,2.920182827386206,0.17765557802836032,19.852865892331536
3,0,2,extra,3,0,root,0.8835677017397776,0.7806918835577127,2.788779987840011,0.16202695459535274,23.604311228393527
3,0,2,extra,3,1,extra,1.2782799377955179,1.6339995993705128,1.976294275686221,0.08136956383562763,33.50690849957695
3,0,2,extra,4,0,root,0.9415311601945826,0.8864809256173567,2.4495793564861703,0.12500914632756666,28.469947333118277
3,0,2,extra,4,1,extra,1.315154908687323,1.7296324338443607,1.535642987880591,0.04912915387972561,44.19121658394884
3,1,0,root,1,1,extra,0.5632130013506947,0.3172088848904576,4.971014129298111,0.38610908552627293,1.3654999951558027
3,1,0,root,1,2,extra,0.38034073091854553,0.14465907159565344,5.175478667750236,0.4783139185774599,0.4285631001683411
3,1,0,root,2,0,root,0.5220730808872339,0.27256030178708834,3.3156715263721,0.17177621360616704,17.75689922272845
3,1,0,root,2,1,extra,0.9501407230281398,0.9027673935564363,2.418886352021214,0.09142204974991405,29.74347485192561
3,1,0,root,2,2,extra,0.5844237489946082,0.34155111838891294,2.9594811867201933,0.13685201397735572,19.605108019230208
3,1,0,root,3,0,root,0.6620418326465363,0.4382993881739842,2.819871968253079,0.12424496745842963,26.136448328281034
3,1,0,root,3,1,extra,1.0730846500330558,1.151510666136566,2.193260804768979,0.07516238996462299,32.36791233036257
3,1,0,root,4,0,root,0.7112385981668834,0.5058603435223934,2.671093622058108,0.11148033027811725,27.440606487243482
3,1,0,root,4,1,extra,1.1101573612461724,1.2324493667290641,1.9235966545297694,0.057816001395595645,40.42177164269937
3,1,1,extra,1,2,extra,0.7909117569917035,0.6255414073477036,4.185044386825865,0.3127606521375478,0.0
3,1,1,extra,2,0,root,0.9015136292385502,0.812726823702862,2.478235444884297,0.0959632956293886,20.15231475147101
3,1,1,extra,2,1,extra,1.3558065352085178,1.8382113609141255,1.798571296659928,0.05054466733076524,33.47411643636869
3,1,1,extra,2,2,extra,0.5165478139830558,0.2668216441306737,3.0461526159459065,0.14498508999428267,20.314124080438322
3,1,1,extra,3,0,root,1.0461521564990237,1.094434334547558,2.1465531206853057,0.07199516093630975,31.074945830998036
3,1,1,extra,3,1,extra,1.4610832713838133,2.1347643259176268,1.5533333113105205,0.037700693375420424,44.97248135710195
3,1,1,extra,4,0,root,1.125955610590971,1.267776037021286,1.9959068332551773,0.06224443885991737,29.995941626164722
3,1,1,extra,4,1,extra,1.4935821895490404,2.2307877569381063,1.2076925736591384,0.022789396132366142,58.631972693508594
3,1,2,extra,2,0,root,0.4327619339488852,0.1872828914751793,3.0288534897240478,0.16382059753952752,19.67033688447005
3,1,2,extra,2,1,extra,0.733063895983797,0.5373826755949431,2.525844350310986,0.11392660146424878,29.055875552820954
3,1,2,extra,2,2,extra,0.7498021781128976,0.5622033063028455,2.4075995068744604,0.10350956045539543,21.750732702503164
3,1,2,extra,3,0,root,0.5787463485832945,0.33494733599849624,2.535253003353063,0.11477692483947732,29.305628356235317
3,1,2,extra,3,1,extra,0.8767128925225468,0.7686254959152506,2.320805084179403,0.09618100426344585,31.91800367005321
3,1,2,extra,4,0,root,0.5874051135764949,0.345044767455815,2.524730468399086,0.11382614175111908,29.931503198532408
3,1,2,extra,4,1,extra,0.9254582821431404,0.8564730319873326,1.9997391245925535,0.07140993868618202,39.51640937338259
3,2,0,root,2,1,extra,0.5635294605333464,0.3175654528890044,5.1548812557848,0.4152000118943979,0.40254325541503433
3,2,0,root,2,2,extra,0.6677060182599771,0.445831326820593,4.775007255665325,0.356260848307133,1.9152454745053777
3,2,0,root,3,0,root,0.4195909722020449,0.1760565839534572,3.467398164359656,0.18785703172194848,23.11689470631724
3,2,0,root,3,1,extra,0.7316998958222385,0.5353847375462746,2.9937489471385255,0.14003957435145356,26.99173872289261
3,2,0,root,4,0,root,0.3797755925435567,0.14422950069180962,3.2238326953724283,0.16239214449612902,22.680334264398898
3,2,0,root,4,1,extra,0.7672382807079415,0.5886545793836782,2.364063540265996,0.08732494410023431,27.368477729728387
3,2,1,extra,2,2,extra,1.1701144188794281,1.369167753269541,3.6056012851497394,0.20313063480427274,1.0095176403887705
3,2,1,extra,3,0,root,0.5715360780650467,0.3266534885299752,3.2000929900379704,0.1600092991389087,26.46262547866793
3,2,1,extra,3,1,extra,0.44368864864825497,0.19685961693931464,2.9328596357641192,0.13440102567335066,26.621719149443646
3,2,1,extra,4,0,root,0.5012901154969674,0.251291779894963,2.6900572794364233,0.11306887760388892,25.143649249581543
3,2,1,extra,4,1,extra,0.4716371740853252,0.22244162397919137,2.56243826766058,0.10259515430580242,26.87154802307317
3,2,2,extra,3,0,root,0.8875376388362073,0.7877230603509502,2.3597129705360342,0.0870038328643124,32.393634974950636
3,2,2,extra,3,1,extra,1.2924699147297607,1.6704784804815551,1.751424664633147,0.047929505560708276,43.2096038893394
3,2,2,extra,4,0,root,0.9343389645996723,0.8729893007691877,2.2640321942367323,0.08009127775844363,30.974999480348007
3,2,2,extra,4,1,extra,1.3183960003180761,1.7381680136547006,1.5161022784897027,0.03591509560690105,53.686473056728076
3,3,0,root,3,1,extra,0.60790924607002,0.36955365145742003,5.51538971226798,0.4753050574717417,0.43447389343811665
3,3,0,root,4,0,root,0.41975785959909356,0.1761966606952124,3.1977378731567145,0.15977386727220044,24.098511383801014
3,3,0,root,4,1,extra,0.7217310216073423,0.5208956675503779,2.696117805847791,0.11357892535952348,28.98946971267787
3,3,1,extra,4,0,root,0.6293325940346626,0.39605951391439753,2.5068706859655565,0.09819375993989715,28.44991357910389
3,3,1,extra,4,1,extra,0.5178522528707079,0.26817095580326755,2.4405352078262865,0.09306581407249523,28.313999281470643
3,4,0,root,4,1,extra,0.5676651325211357,0.32224370268023866,4.526442269661227,0.32013561907149823,0.5659306338966249
4,0,0,root,0,1,extra,0.5468426178816325,0.29903684873163705,3.6890235827846563,0.4252779685731669,5.603467764808518
4,0,0,root,1,0,root,0.4364841328906597,0.1905183982653111,2.8007518433401435,0.24513159024916287,14.401277058330173
4,0,0,root,1,1,extra,0.48188059740329436,0.23220891015375583,2.961702601709054,0.2741150719053181,14.426587915047525
4,0,0,root,1,2,extra,0.6553996588847345,0.42954871286622637,2.220029361798396,0.15401657397646856,19.087839122737996
4,0,0,root,2,0,root,0.6021536478731033,0.3625890156468853,2.316013997652321,0.1676225261662965,17.333615363930544
4,0,0,root,2,1,extra,0.46689467866104706,0.2179906409620024,2.353190430183162,0.17304703752205053,18.840638038635277
4,0,0,root,2,2,extra,1.046977411255123,1.096161699678479,1.7391055673542144,0.09451525545007577,18.49777683534538
4,0,0,root,3,0,root,0.779292673015435,0.6072970702155418,2.082708413892249,0.180736430720732,28.684609536221053
4,0,0,root,3,1,extra,1.1474486500544643,1.3166384045118122,1.4656394516427262,0.08950412509214963,38.855386266265285
4,0,0,root,3,2,extra,1.1454068553009393,1.311956864170387,1.464026307156343,0.08930720950191,42.98696873660531
4,0,0,root,4,0,root,0.8389631433383912,0.7038591558802341,1.9298562975055913,0.1163857915319372,37.003824012947966
4,0,0,root,4,1,extra,1.2191716029840536,1.4863793975227066,1.103376091435655,0.038044962473494454,46.79294895487793
4,0,1,extra,1,0,root,0.83006214406839,0.6890031630154125,2.4871063168392635,0.1933030572269303,16.42889544424821
4,0,1,extra,1,1,extra,0.48212149007963323,0.2324411311966059,2.6678058590487965,0.22241212817422146,14.906384431704813
4,0,1,extra,1,2,extra,1.0549452279587141,1.1129094339928631,1.8950911166284408,0.112230323135126,19.589629936233347
4,0,1,extra,2,0,root,1.0080463790311351,1.0161575022777831,1.8174817948807669,0.1032262523350942,22.81824463003943
4,0,1,extra,2,1,extra,0.5668073454445155,0.3212705668498584,1.8919942988534453,0.11186382584043564,24.058404238887338
4,0,1,extra,2,2,extra,1.4288088400443542,2.041494701388893,1.314640243036536,0.05400871776909881,26.760750562106804
4,0,1,extra,3,0,root,1.1968131698176245,1.43236176344891,1.7171285102415583,0.12285543002851636,35.18689962933857
4,0,1,extra,3,1,extra,1.5326601900561538,2.349047258182966,0.9339355674757425,0.0363431518415099,49.101700832092696
4,0,1,extra,3,2,extra,1.513480304539308,2.290622632228396,1.1070557309432478,0.05106551630892867,54.8263949225554
4,0,1,extra,4,0,root,1.2601659069770106,1.588018113107192,1.7202551731278084,0.09247743314603084,37.635967838627735
4,0,1,extra,4,1,extra,1.579912263742311,2.4961227611233534,0.9727212865946463,0.029568334418573247,51.84665060231508
4,1,0,root,1,1,extra,0.5376210634237819,0.28903640783691814,4.06922068512299,0.5174549057572757,2.7993477768927293
4,1,0,root,1,2,extra,0.4130708296454161,0.17062751030395235,3.7559027584137676,0.44083767283312947,2.3959586098620207
4,1,0,root,2,0,root,0.48119112080149085,0.23154489473819495,2.6189346213082283,0.21433807970896482,17.780221445832225
4,1,0,root,2,1,extra,0.6007141918948518,0.36085754034388484,2.0996380557775107,0.1377649989146614,21.426137297603308
4,1,0,root,2,2,extra,0.8995458384252056,0.8091827154281059,2.1883137795575736,0.14964741243129842,20.517167095313514
4,1,0,root,3,0,root,0.630590177514933,0.3976439719783147,2.1667546815561893,0.19561774375190266,27.28548389023418
4,1,0,root,3,1,extra,0.9943764936738566,0.9887846111711134,1.6662739115220615,0.11568619784245963,35.49777700540318
4,1,0,root,3,2,extra,1.0018639370642564,1.0037313483898922,1.5937626647108973,0.10583664297609918,37.65353075513334
4,1,0,root,4,0,root,0.6777440879326864,0.4593370487277089,2.1251328542200625,0.14113092650267212,33.365759018800446
4,1,0,root,4,1,extra,1.0673105189389758,1.1391517438377858,1.5367369115879461,0.07379876048240186,43.59679716600698
4,1,1,extra,1,2,extra,0.8307617016293729,0.6901650048941311,2.6605920987138316,0.2212109473668272,2.748234041279133
4,1,1,extra,2,0,root,0.8428820112518354,0.7104500848919392,1.9285138019380277,0.11622392138329585,21.199121888813306
4,1,1,extra,2,1,extra,0.48179827249205914,0.2321295753763325,2.0554937036790286,0.1320329489332541,22.873388816526315
4,1,1,extra,2,2,extra,1.2764581240863746,1.6293453425461064,1.4805095614460921,0.06849714254791558,24.206228217502613
4,1,1,extra,3,0,root,1.0125339188068223,1.0252249367343007,1.804270013442012,0.13564126172525157,31.527597388859334
4,1,1,extra,3,1,extra,1.373984163720377,1.8878324821543837,1.2204663950632668,0.06206409256161357,42.38118806957934
4,1,1,extra,3,2,extra,1.3643595257417787,1.8614769154823305,1.2303081225098569,0.06306908651307203,48.608973713818514
4,1,1,extra,4,0,root,1.0805407098224655,1.1675682255836377,1.7197436982943721,0.09242244961947518,38.64523105574916
4,1,1,extra,4,1,extra,1.4352489576088834,2.0599395703173857,0.9299571707831303,0.027025635609092616,49.55006344456752
4,1,2,extra,2,0,root,0.41582019474163534,0.1729064343549715,2.511872261362195,0.19717194554377587,24.324628651450137
4,1,2,extra,2,1,extra,0.8284504217953081,0.686330101372824,1.6917996548269354,0.08944331475226681,27.987688350186225
4,1,2,extra,2,2,extra,0.6600420380788634,0.4356554920312996,2.3216419468374885,0.1684381665411051,26.602743817200984
4,1,2,extra,3,0,root,0.5280526448865381,0.2788395957716683,2.1680109686099427,0.1958446483338759,32.65003288201624
4,1,2,extra,3,1,extra,0.7601287848703003,0.5777957695883994,1.9388036060949974,0.15662330929195697,34.400648238357434
4,1,2,extra,3,2,extra,0.7827145360269409,0.6126420449078692,1.8601244133004797,0.14416928470651894,37.745815799867096
4,1,2,extra,4,0,root,0.5142267034881179,0.2644291025802568,2.1808961136123766,0.14863462057404897,36.71656107386611
4,1,2,extra,4,1,extra,0.8411316837509314,0.707502509409677,1.8625547624319707,0.10840969509556299,40.698229827383614
4,2,0,root,2,1,extra,0.6838980276931704,0.4677165122826085,3.3424809930155366,0.3491305996459416,2.575987211981286
4,2,0,root,2,2,extra,0.5520959267264296,0.3048099123079152,3.3578841575610867,0.3523558129874916,1.1406716813350999
4,2,0,root,3,0,root,0.4265748734822913,0.1819661226864328,2.450925154922433,0.25029308812631473,26.204550845156607
4,2,0,root,3,1,extra,0.6865522137077561,0.47135394214702037,2.2555591222305216,0.21198112307822173,27.96375554071353
4,2,0,root,3,2,extra,0.7229787520151998,0.5226982758654557,1.8632832347827502,0.144659350542603,31.305036241209216
4,2,0,root,4,0,root,0.40986177144795444,0.16798667169445516,2.445471402188662,0.1868853243413306,25.027765412755045
4,2,0,root,4,1,extra,0.7691081575316259,0.5915273579816922,1.8693765209809388,0.10920526803733742,28.03819512483344
4,2,1,extra,2,2,extra,1.1494514465902406,1.321238628068397,2.487202922911105,0.19331807436679815,5.5427034904347945
4,2,1,extra,3,0,root,0.9250146203550978,0.8556520478706857,1.661755771725578,0.11505967686930298,34.72895638277855
4,2,1,extra,3,1,extra,1.2636048014552888,1.5966970942608598,1.261499601032949,0.06630755180859539,42.028771986828204
4,2,1,extra,3,2,extra,1.2635150686740824,1.5964703287664714,1.2699240604039688,0.06719612996637095,48.73493056081295
4,2,1,extra,4,0,root,0.9759134765949753,0.9524071137996912,1.7994762680189453,0.10119108872385595,36.65335901392552
4,2,1,extra,4,1,extra,1.328049131954372,1.7637144968847605,0.9644818177114908,0.029069536771751912,55.39478568863768
4,2,2,extra,3,0,root,0.5520625029327438,0.30477300714436584,2.2683730125045676,0.21439650516079367,28.360645453815405
