experiment,dataset,split,split_policy,ablation,method,train_size,val_size,test_size,top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc,val_bal_acc,num_features_after_variant,pca_dims_json,selection_rule
E05,wisconsin,1,fixed_geom_gcn_split,row_lowpass_only,src_v16c_ablation,120,80,51,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,row_lowpass_only,"[0.01, 0.1, 1.0]",1.0,0.7625,0.8627450980392157,0.5830039525691699,6812,"{""0"": 0, ""1"": 27, ""2"": 43, ""3"": 14, ""4"": 10}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,full,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.9208333333333333,0.8915862068965518,0.9208333333333334,6705,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_p3,"[0.05, 0.5, 5.0]",1.0,0.9166666666666666,0.8846896551724138,0.9166666666666667,5960,"{""0"": 17, ""1"": 16, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 18, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,no_sym,"[0.05, 0.5, 5.0]",1.0,0.8916666666666667,0.8612413793103448,0.8916666666666666,4470,"{""0"": 17, ""1"": 16, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.9166666666666666,0.9008275862068965,0.9166666666666667,4470,"{""0"": 16, ""1"": 13, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 17, ""6"": 16, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.9,0.8704827586206897,0.9,6705,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",1.0,0.9125,0.899448275862069,0.9125000000000001,6705,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,160,240,7250,4000,64,0.95,"(1.0,)",0.6,full,[1.0],1.0,0.925,0.8917241379310344,0.925,6705,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.9208333333333333,0.8915862068965518,0.9208333333333334,6705,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,raw_only,"[0.05, 0.5, 5.0]",1.0,0.8,0.7695172413793103,0.8,745,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 17, ""4"": 16, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,0,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,row_lowpass_only,"[0.01, 0.1, 1.0]",1.0,0.9083333333333333,0.8940689655172414,0.9083333333333334,2980,"{""0"": 17, ""1"": 14, ""2"": 17, ""3"": 17, ""4"": 16, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,full,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.9291666666666667,0.902896551724138,0.9291666666666667,6705,"{""0"": 15, ""1"": 17, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,160,240,7250,4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,no_p3,"[0.01, 0.1, 1.0]",1.0,0.9208333333333333,0.8926896551724138,0.9208333333333334,5960,"{""0"": 18, ""1"": 19, ""2"": 19, ""3"": 19, ""4"": 19, ""5"": 19, ""6"": 19, ""7"": 19}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,160,240,7250,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,no_sym,"[0.01, 0.1, 1.0]",1.0,0.8916666666666667,0.8753103448275862,0.8916666666666667,4470,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,160,240,7250,4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",1.0,0.9458333333333333,0.9143448275862069,0.9458333333333333,4470,"{""0"": 18, ""1"": 18, ""2"": 19, ""3"": 17, ""4"": 19, ""5"": 19, ""6"": 19, ""7"": 19}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,160,240,7250,4000,64,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.925,0.8866206896551724,0.925,6705,"{""0"": 18, ""1"": 19, ""2"": 19, ""3"": 19, ""4"": 19, ""5"": 19, ""6"": 19, ""7"": 19}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",1.0,0.9208333333333333,0.9081379310344827,0.9208333333333333,6705,"{""0"": 15, ""1"": 17, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,160,240,7250,4000,64,0.95,"(1.0,)",0.6,full,[1.0],1.0,0.9166666666666666,0.9006896551724138,0.9166666666666667,6705,"{""0"": 15, ""1"": 17, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.9291666666666667,0.902896551724138,0.9291666666666667,6705,"{""0"": 15, ""1"": 17, ""2"": 16, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,160,240,7250,4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,raw_only,"[0.01, 0.1, 1.0]",1.0,0.8208333333333333,0.776551724137931,0.8208333333333333,745,"{""0"": 18, ""1"": 18, ""2"": 19, ""3"": 18, ""4"": 19, ""5"": 19, ""6"": 19, ""7"": 18}",ablation_grid_selected_by_val_only_no_test
E05,amazon-photo,1,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,160,240,7250,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,row_lowpass_only,"[0.01, 0.1, 1.0]",1.0,0.9291666666666667,0.9056551724137931,0.9291666666666667,2980,"{""0"": 16, ""1"": 15, ""2"": 16, ""3"": 15, ""4"": 17, ""5"": 17, ""6"": 17, ""7"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,full,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.86,0.8126320555387866,0.86,6903,"{""0"": 19, ""1"": 18, ""2"": 19, ""3"": 19, ""4"": 19, ""5"": 19, ""6"": 18, ""7"": 19, ""8"": 18, ""9"": 19}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_p3,"[0.01, 0.1, 1.0]",1.0,0.84,0.7777693932991246,0.8400000000000001,6136,"{""0"": 18, ""1"": 16, ""2"": 18, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 16, ""7"": 16, ""8"": 16, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",1.0,0.7966666666666666,0.7402656202837308,0.7966666666666666,4602,"{""0"": 18, ""1"": 16, ""2"": 18, ""3"": 17, ""4"": 17, ""5"": 17, ""6"": 16, ""7"": 16, ""8"": 17, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,200,300,13252,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.8833333333333333,0.8098400241472985,0.8833333333333334,4602,"{""0"": 17, ""1"": 14, ""2"": 18, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 14, ""7"": 15, ""8"": 15, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.8566666666666667,0.7909749471777845,0.8566666666666667,6903,"{""0"": 19, ""1"": 18, ""2"": 19, ""3"": 19, ""4"": 19, ""5"": 19, ""6"": 18, ""7"": 19, ""8"": 18, ""9"": 19}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",1.0,0.8666666666666667,0.8100664050709326,0.8666666666666666,6903,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 16, ""7"": 16, ""8"": 15, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,200,300,13252,4000,64,0.95,"(1.0,)",0.6,full,[1.0],0.995,0.8533333333333334,0.8079535164503471,0.8533333333333333,6903,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 16, ""7"": 16, ""8"": 15, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.8566666666666667,0.8081044370661032,0.8566666666666667,6903,"{""0"": 17, ""1"": 15, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 16, ""7"": 16, ""8"": 15, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,raw_only,"[0.05, 0.5, 5.0]",0.985,0.7466666666666667,0.6469966797464534,0.7466666666666667,767,"{""0"": 19, ""1"": 15, ""2"": 19, ""3"": 18, ""4"": 18, ""5"": 19, ""6"": 16, ""7"": 17, ""8"": 18, ""9"": 19}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,0,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,row_lowpass_only,"[0.05, 0.5, 5.0]",0.995,0.88,0.8034258979776637,0.8800000000000001,3068,"{""0"": 17, ""1"": 14, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 14, ""7"": 15, ""8"": 15, ""9"": 17}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,full,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8333333333333334,0.7869755508602475,0.8333333333333334,6903,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 16, ""6"": 16, ""7"": 16, ""8"": 16, ""9"": 16}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,no_p3,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,no_p3,"[0.05, 0.5, 5.0]",1.0,0.8233333333333334,0.7625264111077573,0.8233333333333333,6136,"{""0"": 18, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 17, ""5"": 17, ""6"": 16, ""7"": 16, ""8"": 17, ""9"": 16}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,no_sym,src_v16c_ablation,200,300,13252,6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,no_sym,"[0.01, 0.1, 1.0]",1.0,0.79,0.7107606399034108,0.7899999999999999,4602,"{""0"": 19, ""1"": 19, ""2"": 19, ""3"": 18, ""4"": 19, ""5"": 19, ""6"": 19, ""7"": 19, ""8"": 19, ""9"": 18}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,no_highpass,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",1.0,0.84,0.7911258677935405,0.8399999999999999,4602,"{""0"": 17, ""1"": 16, ""2"": 16, ""3"": 15, ""4"": 16, ""5"": 16, ""6"": 14, ""7"": 14, ""8"": 15, ""9"": 15}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,pca_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",1.0,0.82,0.7376245095079987,0.82,6903,"{""0"": 19, ""1"": 19, ""2"": 19, ""3"": 18, ""4"": 19, ""5"": 19, ""6"": 19, ""7"": 18, ""8"": 19, ""9"": 18}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,ridge_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",1.0,0.8333333333333334,0.79037126471476,0.8333333333333334,6903,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 16, ""6"": 16, ""7"": 16, ""8"": 16, ""9"": 16}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,single_alpha,src_v16c_ablation,200,300,13252,4000,64,0.95,"(1.0,)",0.4,full,[1.0],0.99,0.83,0.7837307576214911,0.8299999999999998,6903,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 16, ""6"": 16, ""7"": 16, ""8"": 16, ""9"": 16}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,fixed_dim64_energy095,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.8333333333333334,0.7869755508602475,0.8333333333333334,6903,"{""0"": 17, ""1"": 17, ""2"": 17, ""3"": 16, ""4"": 16, ""5"": 16, ""6"": 16, ""7"": 16, ""8"": 16, ""9"": 16}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,raw_only,src_v16c_ablation,200,300,13252,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,raw_only,"[0.05, 0.5, 5.0]",0.99,0.72,0.5876848777543012,0.72,767,"{""0"": 17, ""1"": 17, ""2"": 16, ""3"": 16, ""4"": 18, ""5"": 17, ""6"": 14, ""7"": 13, ""8"": 17, ""9"": 16}",ablation_grid_selected_by_val_only_no_test
E05,amazon-computers,1,class_balanced_random_20_train_30_val_per_class,row_lowpass_only,src_v16c_ablation,200,300,13252,4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,row_lowpass_only,"[0.05, 0.5, 5.0]",0.995,0.8233333333333334,0.7658466646543918,0.8233333333333333,3068,"{""0"": 19, ""1"": 18, ""2"": 18, ""3"": 18, ""4"": 19, ""5"": 19, ""6"": 17, ""7"": 17, ""8"": 18, ""9"": 18}",ablation_grid_selected_by_val_only_no_test

